"KOD";"KATASTR";"OKRES";"CIS_KU";"FSU"
"CV/RA»ICE    /1988/919";"NAäÕ";"CV";95070;520024
"CV/RA»ICE    /1988/211";"NAäÕ";"CV";95070;520024
"CV/RA»ICE    /1988/215";"NAäÕ";"CV";95070;520024
"CV/RA»ICE    /1988/221";"NAäÕ";"CV";95070;520024
"CV/RA»ICE    /1988/322";"NAäÕ";"CV";95070;520024
"CV/RA»ICE    /1988/322";"KRBICE";"CV";93600;674273
"CV/RA»ICE    /1988/322";"BRANY";"CV";90492;520021
"RO/STUPNO    /1984/806";"VRANOV";"RO";98969;520126
"CR/TUNÃCHODY /1978/033";"⁄HÿETICE";"CR";98374;773298
"RO/⁄JEZD U SV/1979/135";"VRANOVICE";"RO";98980;613576
"CR/ÿESTOKY   /1986/239";"Z¡JEZDEC";"CR";99275;790419
"HK/SMIÿICE   /1986/722";"RODOV";"HK";96708;740306
"KL/UNHOäç    /2000/158";"MAL… PÿÕTO»NO";"KL";94479;690554
"CR/TOPOL     /1986/647";"CHRUDIM";"CR";92687;654299
"JC/TÿEBOVÃTIC/1986/734";"CEREKVICE";"JC";90772;617474
"KL/MAKOTÿASY /1991/211";"STÿEDOKLUKY";"PZ";97620;757381
"ST/NOVOSEDLY /1998/500";"KOCLOV";"ST";93280;706892
"ST/RAD»ICE   /1995/012";"VOD“ANY";"ST";98899;784281
"ST/RAD»ICE   /1995/331";"VOD“ANY";"ST";98899;784281
"ST/RAD»ICE   /1996/527";"VOD“ANY";"ST";98899;784281
"ST/VOD“ANY   /1996/409";"RAD»ICE";"ST";96543;737402
"PJ/Z¡HOR»I»KY/1998/929";"HRADIäTÃ U KASEJOVIC";"PJ";92330;647471
"CH/SLATINA U /    /790";"SLATINA U STAR… VODY";"CH";97184;754048
"RA/MäECK… éEH/1980/535";"MäEC";"RA";94980;700231
"RA/MäECK… éEH/1980/641";"MäEC";"RA";94980;700231
"RA/MäECK… éEH/1935/516";"MäEC";"RA";94980;700231
"RA/MäECK… éEH/1980/614";"NOV… STRAäECÕ";"RA";95358;706744
"RA/MäEC      /    /236";"TÿTICE";"RA";98268;771171
"KL/»ELECHOVIC/1980/151";"MäECK… éEHROVICE";"RA";94981;700240
"KH/MALÕN     /1952/247";"NOV… DVORY";"KH";95325;706078
"CB/»ERVEN› ⁄J/    /048";"VELECHVÕN";"CB";98540;668494
"CB/»ERVEN› ⁄J/1972/850";"VELECHVÕN";"CB";98540;668494
"CB/»ERVEN› ⁄J/1973/842";"VELECHVÕN";"CB";98540;668494
"CB/DOBÿEJOVIC/    /052";"VLKOV";"CB";98882;631850
"CB/DOBÿEJOVIC/1972/552";"VLKOV";"CB";98882;631850
"CB/HLAVATCE  /1981/122";"L…KAÿOVA LHOTA";"CB";93912;746690
"CB/HLAVATCE  /1986/143";"VLHLAVY";"CB";98864;746738
"CB/HLAVATCE  /1986/030";"VLHLAVY";"CB";98864;746738
"CB/HOSÕN     /1993/111";"BOREK";"CB";90388;607525
"CB/HROZNÃJOVI/    /091";"TUCHONICE";"CB";98280;725978
"CB/HROZNÃJOVI/1976/540";"TUCHONICE";"CB";98280;725978
"CB/STR¡éKOVIC/1966/332";"OSTROLOVSK› ⁄JEZD";"CB";95627;780898
"CB/STR¡éKOVIC/1987/425";"OSTROLOVSK› ⁄JEZD";"CB";95627;780898
"CB/KNÕN      /    /012";"KO»ÕN";"CB";93286;613967
"CB/KNÕN      /1983/325";"KO»ÕN";"CB";93286;613967
"CB/PLAV      /    /152";"KAMENN› ⁄JEZD";"CB";93079;662925
"CB/SEDLCE    /1990/237";"SVAT› JAN NAD MALäÕ";"CB";97779;760234
"CB/STR¡éKOVIC/    /159";"JEDOVARY";"CB";92857;780880
"CB/HROZNÃJOVI/1976/247";"HROZNÃJOVICE";"CB";92381;670049
"CB/VLHLAVY   /1982/331";"HLAVATCE";"CB";91856;746681
"CB/VLHLAVY   /1982/338";"HLAVATCE";"CB";91856;746681
"PI/PODOLÕ II /1971/013";"MAL»ICE U MIROTIC";"PI";94466;724424
"PI/HANOV     /1975/120";"Z¡LäÕ";"PI";99297;747611
"PI/PASEKY    /1976/212";"⁄DRAé";"PI";98352;600261
"PI/TOPÃLEC   /1984/158";"ZLIVICE";"PI";99464;624209
"PI/MIROVICE  /1998/346";"MYSLÕN";"PI";95007;700631
"PI/MIäOVICE  /1998/041";"POHOÿÕ";"PI";96056;696200
"PI/POHOÿÕ    /1998/105";"RAKOVICE";"PI";96652;623849
"RA/LHOTA POD /1999/357";"MUTÃJOVICE";"RA";94993;700428
"JC/SEDLIäTÃ  /1999/257";"HÿMENÕN";"JC";92424;649180
"JC/VAéICE    /1999/311";"BYSTÿICE";"JC";90748;616907
"P4/PRAHA - KU/1998/451";"PRAHA - LIBUä";"P4";96234;728390
"P5/PRAHA - MO/1998/233";"PRAHA - KOäÕÿE";"P5";96223;728764
"KL/TRPOMÃCHY /1999/225";"KR¡LOVICE";"KL";93543;633071
"RA/KARLOVA VE/1998/127";"BRANOV";"RA";90491;609455
"TA/MÃäICE    /1999/106";"T¡BOR";"TA";98000;764701
"PV/DOBÿEJOVIC/1999/951";"»ESTLICE";"PV";91035;623440
"PV/KÿENICE   /1999/525";"PACOV";"PV";95701;717207
"LI/BÕL› KOSTE/1999/315";"CHRASTAVA";"LI";92659;653845
"LI/V¡CLAVICE /1999/032";"CHOTYNÃ";"LI";92637;653543
"PB/BUBOVICE  /1999/616";"PRO»EVILY";"PB";96323;784818
"PB/HOR»¡PSKO /1999/927";"TOCHOVICE";"PB";98116;767719
"SM/LEVÕNSK¡ O/1998/043";"éœ¡R U STAR… PAKY";"SM";99538;710458
"KO/VRB»ANY   /1998/526";"TÿEBOVLE";"KO";98232;770515
"KH/»¡SLAV    /1999/352";"TÿEBEäICE";"KH";98200;617776
"KH/KÿESETICE /1997/920";"PUCHEÿ";"KH";96502;711055
"KH/K¡COV     /1997/129";"ZDERADINKY";"KH";99393;661627
"KH/DOLNÕ BU»I/1997/353";"VRDY";"KH";99028;786233
"KH/DOLNÕ BU»I/1997/353";"HORNÕ BU»ICE";"KH";92018;786225
"KH/PÿIBYSLAVI/1997/401";"BRAT»ICE";"KH";90495;726389
"KH/KRCHLEBSK¡/1997/423";"ZB›äOV";"KH";99381;792098
"KH/MALEäOV   /1997/445";"POL¡NKA";"KH";96073;690856
"KH/CHOTUSICE /1997/336";"éEHUäICE";"KH";99559;795798
"KH/KUTN¡ HORA/1997/435";"MALÕN";"KH";94504;678023
"KH/KUTN¡ HORA/1997/435";"SEDLEC";"KH";96980;677973
"P0/PRAHA - VR/1999/131";"PRAHA - NOV… MÃSTO";"P1";96249;727181
"KH/JINDICE   /1997/850";"éIäOV";"KH";99635;777226
"KH/VIL…MOVICE/1997/930";"KOROTICE";"KH";93382;774243
"KH/NEPOMÃÿICE/1997/938";"MILETICE";"KH";94734;703427
"KH/CHLÕSTOVIC/1997/944";"CHROUSTKOV";"KH";92681;651354
"KH/BAHNO     /1997/951";"ZDESLAVICE U CHLÕSTOVIC";"KH";99401;651362
"KH/OPATOVICE /1997/028";"KOROTICE";"KH";93382;774243
"KH/PABÃNICE  /1997/054";"VIL…MOVICE";"KH";98761;620904
"KH/⁄JEZDEC   /1997/127";"SENETÕN";"KH";97048;720232
"HB/HROZNÃTÕN /1997/326";"DOBRNICE";"HB";91222;680532
"PV/DOBÿEJOVIC/1999/501";"MODLETICE";"PV";94880;627682
"KO/OPLANY    /1999/228";"HRADEC U STÿÕBRN… SKALICE";"KO";92300;757667
"PV/KUÿÕ      /1999/437";"ÿÕ»ANY";"PV";96924;745456
"PV/STRAN»ICE /1999/920";"VäESTARY";"PV";99089;787396
"TU/RADE»     /1999/600";"⁄PICE";"TU";98437;774651
"TU/JAVORNÕK V/1999/530";"RUDNÕK";"TU";96822;743429
"KL/VELK¡ BU»I/1998/322";"VELVARY";"KL";98659;779962
"RA/LHOTA POD /2000/421";"MUTÃJOVICE";"RA";94993;700428
"NB/LIBICE NAD/2000/020";"OPOLANY";"NB";95577;711993
"SM/CHUCHELNA /2000/416";"Z¡HOÿÕ";"SM";99238;790095
"SM/KÿÕéLICE  /2000/418";"VÕTKOVICE";"SM";98814;783129
"SM/LHOTA     /2000/524";"CHUCHELNA";"SM";92711;654833
"CB/HVOZDEC   /2000/503";"ZVÕKOV U LIäOVA";"CB";99492;793931
"CB/HLINCOV¡ H/2000/515";"ZVÕKOV";"CB";99492;793931
"CB/DEHT¡ÿE   /1999/114";"RADOäOVICE";"CB";96618;738557
"PI/BERNARTICE/2000/007";"ZBÃäICE";"PI";99355;602698
"BN/TISEM     /2000/853";"PÿIBYäICE";"BN";96453;735817
"DC/JIÿÕKOV   /1997/253";"äLUKNOV";"DC";97930;762890
"P0/PRAHA - Z¡/2000/142";"PRAHA - VRäOVICE";"P0";96287;732257
"PJ/éEROVICE  /1999/435";"PÿEäTICE";"PJ";96438;735256
"PJ/JAROV     /2000/719";"MÃCHOLUPY";"PJ";94631;692743
"PB/POUäTÃ    /2000/500";"STAR¡ HUç";"PB";97421;753751
"SM/SEKERKOVY /2000/025";"LOKTUäE";"SM";94274;695637
"SM/STUDENEC  /2000/047";"ROZTOKY U JILEMNICE";"SM";96800;742562
"SM/Z¡HOÿÕ    /2000/351";"CHUCHELNA";"SM";92711;654833
"BE/CHODOU“   /2000/015";"LIBOMYäL";"BE";94106;683205
"BE/CHODOU“   /2000/015";"STAäOV";"BE";97503;755311
"ST/KADOV     /2000/953";"POLE";"ST";96076;725111
"KT/BÿETÃTICE /2000/528";"LEäIäOV";"KT";93940;698245
"KT/⁄JEZD U PL/2000/542";"PL¡NICE";"KT";95901;721476
"KT/MALE»     /2000/643";"LHOTA NAD ROHANOVEM";"PT";93978;681024
"KT/MALE»     /2000/643";"Z¡LESÕ U DR¡éOVA";"ST";99283;632295
"PT/äIPOUN    /2000/002";"»ICHTICE";"ST";91050;623776
"PT/äIPOUN    /2000/108";"PROTIVEC";"PT";96360;757110
"PV/JAéLOVICE /2000/142";"KUÿÕ";"PV";93781;677647
"PZ/DOLNÕ JIR»/2000/205";"PS¡RY";"PZ";96486;736422
"P0/PRAHA - ST/2000/528";"PRAHA - HOSTIVAÿ";"P0";96209;732052
"TA/TUROVEC   /2000/901";"NOV¡ VES U CH›NOVA";"TA";95288;705870
"KH/KÿESETICE /2000/631";"MALEäOV";"KH";94496;690830
"KH/äEBESTÃNIC/2000/032";"ZB›äOV";"KH";99381;792098
"KH/ZBYSLAV   /2000/102";"DOLNÕ BU»ICE";"KH";91311;786217
"KL/DÿETOVICE /1979/322";"STEHEL»EVES";"KL";97511;755443
"SM/KACANOVY  /2002/656";"MAäOV";"SM";94603;771686
"NB/KNÃéI»KY  /2002/653";"BÃRUNICE";"NB";90171;603104
"SM/KTOV¡     /2002/140";"ROVENSKO POD TROSKAMI";"SM";96772;742082
"KH/KUTN¡ HORA/2002/214";"SEDLEC";"KH";96980;677973
"RK/KVASINY   /2002/952";"SOLNICE";"RK";97319;752428
"ME/LED»ICE   /2001/948";"NOV¡ VES";"ME";95299;705390
"RA/LHOTA POD /2002/700";"MUTÃJOVICE";"RA";94993;700428
"PJ/MOKROUäE  /2002/108";"TYM¡KOV";"PJ";98320;772101
"PB/NEPÿEJOV  /2002/159";"DOLNÕ LÕäNICE";"PB";91371;752371
"PB/NEPÿEJOV  /2002/159";"VÃTROV";"PB";98723;752401
"CR/NOV… HRADY/2002/230";"MOKR¡ LHOTA";"CR";94903;706299
"NB/ODÿEPSY   /2002/619";"VLKOV POD OäKOBRHEM";"NB";98880;784095
"KT/ONDÿEJOVIC/2002/347";"ROVN¡";"KT";96774;756784
"CR/OSTROV    /2002/314";"MÃSTEC";"CR";94654;693278
"PS/PERNAREC  /2002/521";"KRUKANICE";"PS";93637;719277
"P0/PRAHA - HO/2002/604";"PRAHA - KOLODÃJE";"P9";96220;668508
"P1/PRAHA - MA/2002/016";"PRAHA - HRAD»ANY";"P1";96210;727121
"P6/PRAHA - VE/2002/220";"PRAHA - BÿEVNOV";"P6";96186;729582
"P6/PRAHA - VO/2002/255";"PRAHA - LIBOC";"P6";96233;729795
"HK/PRAéSK… Pÿ/2002/057";"HRADEC KR¡LOV…";"HK";92296;646873
"PZ/PRŸHONICE /2002/354";"»ESTLICE";"PV";91035;623440
"PB/PÿÕBRAM   /2002/207";"TRHOV… DUäNÕKY";"PB";98140;768146
"PB/PÿÕBRAM   /2002/207";"LHOTA U PÿÕBRAMÃ";"PB";94003;681211
"RK/ROHENICE  /2002/012";"»ESK… MEZIÿÕ»Õ";"RK";91013;622656
"KT/ROHOZNO   /2002/417";"JANOVICE";"KT";92791;657131
"CB/ROUDN…    /2002/624";"»ESK… BUDÃJOVICE";"CB";91000;621919
"PB/ROéMIT¡L P/2002/951";"STAR› ROéMIT¡L";"PB";97492;742856
"RK/SKRäICE   /1996/656";"»ESK… MEZIÿÕ»Õ";"RK";91013;622656
"SM/SLAN¡     /2002/911";"BOÿKOV";"SM";90434;749311
"RO/SMÃD»ICE  /2002/130";"BUäOVICE";"RO";90718;616338
"DO/STR›»KOVIC/2002/001";"TÃäOVICE";"DO";98075;752924
"PB/SUCHODOL  /2002/517";"PI»ÕN";"PB";95857;720551
"PB/SUCHODOL  /2002/517";"KOTEN»ICE";"PB";93458;671045
"DO/TÃäOVICE  /2002/006";"SRBICE U KOLOV»E";"DO";97370;752916
"RO/VRANOVICE /2002/032";"KÿÕäE";"RO";93704;613533
"PB/VYSOK¡ PEC/2002/522";"KOZI»ÕN";"PB";93495;671576
"KV/Z¡HOÿICE  /2002/134";"VLADOÿICE";"KV";98825;706957
"BE/ZAJE»OV   /2002/940";"OLEäN¡";"BE";95514;710199
"KT/ZHŸÿÕ     /2002/826";"KOZÕ HÿBET";"KT";93494;740071
"KT/ZHŸÿÕ     /2002/826";"SVOJäE";"KT";97847;740101
"PA/BUKOVINA N/    /023";"BUKOVINA U PÿELOU»E";"PA";90702;0
"PA/BUKOVINA N/    /024";"BUKOVINA U PÿELOU»E";"PA";90702;0
"PA/BUKOVINA N/    /025";"BUKOVINA U PÿELOU»E";"PA";90702;0
"SM/BUKOVINA U/    /603";"BUKOVINA U »IST…";"SM";90698;0
"SM/BUKOVINA U/    /604";"BUKOVINA U »IST…";"SM";90698;0
"TU/MARäOV II /1860/213";"MARäOV III";"TU";94568;0
"TU/MARäOV II /1860/213";"MARäOV U ⁄PICE";"TU";94573;0
"HB/éDÕREC NAD/    /636";"éDÕREC U POHLEDU";"HB";99549;0
"RK/POLOM U PO/    /172";"POLOM V ORLICK›CH HOR¡CH";"RK";96101;0
"PA/KOM¡ROV U /    /397";"KOM¡ROV U PÿELOU»E";"PA";93341;0
"PA/⁄JEZD U PA/    /434";"⁄JEZD U PÿELOU»E";"PA";98401;0
"DO/HORNÕ METE/1972/151";"ROUDN¡ U HORäOVSK…HO T›NA";"DO";96760;0
"DO/MÕÿKOV    /1971/612";"HORNÕ METELSKO";"DO";92093;0
"CB/ADAMOV U »/2003/740";"JIVNO";"CB";92996;0
"CH/Aä        /2001/554";"NOV› éœ¡R";"CH";95397;0
"NA/BENEäOV U /2002/205";"ROéMIT¡L";"NA";96809;0
"NA/BRAéEC    /2003/934";"STAR… MÃSTO NAD METUJÕ";"NA";97452;0
"SM/VALTEÿICE /2003/352";"HORNÕ BRANN¡";"SM";92015;0
"BN/VELK… HEÿM/2003/815";"DIVIäOVICE";"BN";91166;0
"JC/VESEC     /2003/436";"PODKOST";"JC";95993;0
"PJ/VL»ICE    /2001/545";"CHOCENICE";"PJ";92563;0
"UO/VRACLAV   /2003/913";"SEDLEC";"UO";96990;0
"BE/ZADNÕ TÿEB/2003/631";"SVINAÿE";"BE";97811;0
"PJ/éDÕREC    /2002/618";"MÃCHOLUPY";"PJ";94631;0
"PJ/éDÕREC    /2002/749";"MÃCHOLUPY";"PJ";94631;0
"MB/éER»ICE   /2003/146";"PÃ»ICE";"MB";95777;0
"P9/PRAHA - BÃ/1976/823";"PRAHA - KOLODÃJE";"P9";96220;0
"P9/PRAHA - BÃ/1986/190";"PRAHA - KOLODÃJE";"P9";96220;0
"P9/PRAHA - ⁄J/1980/745";"PRAHA - BÃCHOVICE";"P9";96182;0
"NA/BROD      /2003/320";"HEÿMANICE NAD LABEM";"NA";91830;0
"PS/BÿÕZSKO   /2002/405";"»ÕVICE";"PS";91070;0
"PS/BÿÕZSKO   /2002/441";"ROB»ICE";"PS";96701;0
"JC/BUKVICE   /2003/114";"VELIä";"JC";98566;0
"KH/»¡SLAV    /2003/555";"CHOTUSICE";"KH";92634;0
"PS/»ÕVICE    /2002/556";"KACEÿOV";"PS";93007;0
"NB/DLOUHOPOLS/2003/200";"BÃRUNICE";"NB";90171;0
"KH/DOLNÕ BU»I/2003/458";"VRDY";"KH";99028;0
"NA/DOLNÕ RADE/2003/048";"N¡CHOD";"NA";95052;0
"KH/HABRKOVICE/2003/034";"ROHOZEC";"KH";96717;0
"KH/HLÕZOV    /2003/212";"LIBENICE";"KO";94058;0
"KH/HOSTOVLICE/2003/404";"ZEHUBY";"KH";99418;0
"PJ/CHOCENICE /2002/707";"ZHŸÿ";"PJ";99443;0
"UO/CHOTÃäINY /2002/921";"TISOV¡";"UO";98100;0
"UO/CHOTÃäINY /2002/921";"VRA»OVICE";"UO";98963;0
"NB/CHROUSTOV /2002/211";"DVOÿIäTÃ";"NB";91687;0
"NB/CHROUSTOV /2002/211";"OSEK";"NB";95598;0
"ME/CHVATÃRUBY/2003/723";"ZLON»ICE";"ME";99465;0
"JC/JI»ÕN     /2003/756";"PODHRADÕ";"JC";95987;0
"CK/KLADENSK… /2003/430";"SVÕBA";"CK";97804;0
"CR/KRASKOV   /2003/008";"éœ¡REC U SE»E";"CR";99542;0
"RO/KÿÕäE     /2003/454";"VRANOVICE";"RO";98980;0
"KT/KVASLICE  /2003/009";"ZBYSLAV U KLATOV";"KT";99379;0
"KT/KVASLICE  /2003/009";"PL¡NICE";"KT";95901;0
"RA/LHOTA POD /2003/127";"MUTÃJOVICE";"RA";94993;0
"PZ/LIB»ICE NA/1975/807";"TURSKO";"PZ";98304;0
"NA/MAL… POÿÕ»/2004/130";"PAVLIäOV";"NA";95757;0
"PJ/MÃCHOLUPY /2002/739";"éDÕREC";"PJ";99548;0
"PJ/MÃCHOLUPY /2002/754";"éDÕREC";"PJ";99548;0
"PJ/MÃCHOLUPY /2002/754";"VL»ICE";"PJ";98853;0
"PB/MODÿOVICE /2003/153";"TÿEBSKO";"PB";98234;0
"PJ/NEBÕLOVSK›/2003/103";"äTÃNOVICK› BOREK";"PJ";97951;0
"KH/OKÿESANE» /2003/617";"SKRYJE";"HB";97133;0
"KH/ONOMYäL   /2003/651";"NEPOMÃÿICE";"KH";95156;0
"CB/PLAV      /?   /622";"KAMENN› ⁄JEZD";"CB";93079;0
"JC/PODKOST   /2003/031";"VESEC U SOBOTKY";"JC";98688;0
"BE/POPOVICE  /2003/020";"LEVÕN";"BE";93962;0
"PJ/PR¡DLO    /2002/731";"KL¡äTER";"PJ";93171;0
"P8/PRAHA - LI/2003/312";"PRAHA - KARLÕN";"P8";96216;0
"P2/PRAHA - NO/2003/256";"PRAHA - NUSLE";"P4";96250;0
"P6/PRAHA - VO/2003/933";"PRAHA - VELESLAVÕN";"P6";96282;0
"P6/PRAHA - VO/2003/933";"PRAHA - LIBOC";"P6";96233;0
"NB/PÿEDNÕ LHO/2003/801";"PÕSKOV¡ LHOTA";"NB";95876;0
"PB/REJKOVICE /2003/731";"RADOUä";"BE";96625;0
"PB/REJKOVICE /2003/731";"BEZDÃDICE";"BE";90190;0
"NA/ROZTOKY   /2003/041";"SLAVÃTÕN NAD METUJÕ";"NA";97193;0
"CK/RYBNÕK    /2003/402";"DOLNÕ DVOÿIäTÃ";"CK";91323;0
"NA/RYCHNOVEK /2003/914";"ZVOLE";"NA";99497;0
"MB/SEM»ICE   /2000/607";"CTIMÃÿICE";"MB";90802;0
"PJ/SKAäOV    /2003/047";"LETINY";"PJ";93953;0
"NB/SLOVE»    /2003/042";"Z¡HORNICE";"NB";99225;0
"JC/SOBOTKA   /2003/959";"SPYäOV¡";"JC";97362;0
"PB/STAROSEDLS/2003/739";"TUäOVICE";"PB";98310;0
"KH/SULOVICE  /2003/910";"BERNARDOV";"KH";90162;0
"RO/SVOJKOVICE/2003/854";"VOLDUCHY";"RO";98932;0
"NA/äONOV U NO/2002/820";"BRAéEC";"NA";90509;0
"BN/TISEM     /2003/622";"PÿIBYäICE";"BN";96453;0
"SM/TURNOV    /2003/205";"OHRAZENICE";"SM";95466;0
"HB/UHELN¡ PÿÕ/2003/758";"NEJEPÕN";"HB";95117;0
"KT/⁄JEZD U CH/2003/448";"DOBROTICE";"KT";91234;0
"KT/⁄JEZD U CH/2003/448";"CHANOVICE";"KT";92491;0
"KT/⁄JEZDEC   /2003/507";"OSTÿETICE";"KT";95657;0
"PV/HOROUäANY /2001/555";"TLUSTOVOUSY";"KO";98109;0
"PV/äKVOREC   /2002/117";"TUKLATY";"KO";98285;0
"PV/SIBÿINA   /2003/922";"KÿENICE";"PV";93671;0
"PA/VOLE»     /2004/914";"KASALI»KY";"PA";93114;0
"NB/DUBE»NO   /2004/366";"KNÃéICE U MÃSTCE KR¡LOV…";"NB";93244;0
"NB/ROéœALOVIC/2004/346";"PODOLÕ U ROéœALOVIC";"NB";96025;0
"CB/HABÿÕ U LI/2004/799";"LIPÕ";"CB";94164;0
"TU/»ERN¡ HORA/2003/729";"BOLKOV";"TU";90365;0
"RA/LHOTA POD /2004/497";"MUTÃJOVICE";"RA";94993;0
"RA/LHOTA POD /2004/913";"MUTÃJOVICE";"RA";94993;0
"P0/PRAHA - Z¡/2004/479";"PRAHA - HOSTIVAÿ";"P0";96209;0
"KL/HOÿEäOVI»K/2003/242";"HOÿEäOVICE";"KL";92226;0
"UO/»ENKOVICE /2004/897";"ORLI»KY";"UO";95586;0
"RK/SOLNICE   /2004/475";"KVASINY";"RK";93794;0
"RK/O»ELICE   /2003/408";"»¡NKA";"RK";90822;0
"NA/VELK… POÿÕ/2002/203";"éœ¡RKY";"NA";99546;0
"NA/VELK… POÿÕ/2002/203";"ZLÕ»KO";"NA";99460;0
"NA/VELK… POÿÕ/2002/203";"VYSOK¡ SRBSK¡";"NA";99133;0
"NA/»ERVEN› KO/2004/517";"LHOTA ZA »ERVEN›M KOSTELCEM";"NA";94011;0
"NA/MAL¡ BUKOV/2004/550";"VELK¡ BUKOVINA U CHVALKOVIC";"NA";98570;0
"SM/TURNOV    /2004/592";"DALIMÃÿICE";"SM";91091;0
"SM/LOMNICE NA/2004/115";"RV¡»OV";"SM";96843;0
"SM/HRABA»OV  /2004/933";"VÕCHOV¡ NAD JIZEROU";"SM";98751;0
"SY/ÿIKOVICE U/2004/138";"LITOMYäL";"SY";94242;0
"SY/LAéANY U L/2004/383";"ÿIKOVICE U LITOMYäLE";"SY";96929;0
"MB/ÿEPOV     /2004/256";"KOLOMUTY";"MB";93334;0
"BE/LHOTKA U B/2004/968";"éELEZN¡";"BE";99570;0
"BE/SEDLEC U é/2004/609";"éEBR¡K";"BE";99552;0
"BE/HOÿOVICE  /2004/659";"OSEK U HOÿOVIC";"BE";95600;0
"RO/MIROäOV   /2004/547";"DOBÿÕV";"RO";91262;0
"PJ/KOZLOVICE /2003/560";"KRAMOLÕN U NEPOMUKA";"PJ";93552;0
"PJ/KOZLOVICE /2003/855";"KRAMOLÕN U NEPOMUKA";"PJ";93552;0
"PJ/KRAMOLÕN U/2003/120";"KOZLOVICE U NEPOMUKA";"PJ";93501;0
"PJ/KRAMOLÕN U/2003/989";"KOZLOVICE U NEPOMUKA";"PJ";93501;0
"PJ/PÿEäTICE  /2003/271";"PÿÕCHOVICE U PÿEäTIC";"PJ";96458;0
"TC/KONSTANTIN/2003/399";"BEZDRUéICE";"TC";90209;0
"TC/KONSTANTIN/2003/399";"NOV¡ VES U BEZDRUéIC";"TC";95277;0
"PS/OLEäOVICE /2003/330";"⁄TER›";"PS";98461;0
"PJ/TÃ“OVICE  /2004/777";"Z¡LUéÕ U SP¡LEN…HO POÿÕ»Õ";"PJ";99307;0
"PZ/LIB»ICE NA/1975/293";"TURSKO";"PZ";98304;0
"KH/CHOTUSICE /2004/488";"»¡SLAV";"KH";90825;0
"KH/NOV… DVORY/2004/991";"JAKUB";"KH";92768;0
"KH/SVAT› MIKU/2004/254";"SVAT¡ KATEÿINA";"KH";97765;0
"KH/OKÿESANE» /2004/760";"GOL»ŸV JENÕKOV";"HB";91733;0
"KH/STARKO» U /2004/559";"BÕL… PODOLÕ";"KH";90226;0
"KH/VRDY      /2004/610";"STARKO» U BÕL…HO PODOLÕ";"KH";97470;0
"KH/HOSTOVLICE/2004/392";"HORKY";"KH";91997;0
"ME/Z¡RYBY    /2005/560";"MARTINOV";"ME";94588;0
"PB/OUBÃNICE U/2004/484";"VIä“OV¡";"PB";98790;0
"PB/PI»ÕN     /2004/103";"BUKOV¡ U PÿÕBRAMÃ";"PB";90687;0
"PB/VELK¡ HRAä/2004/631";"MAL¡ HRAäTICE";"PB";94450;0
"PB/NOV¡ VES P/2004/436";"MAL¡ HRAäTICE";"PB";94450;0
"PB/PI»ÕN     /2004/601";"HOSTOMICE POD BRDY";"BE";92260;0
"TU/»ERN¡ HORA/2003/729";"JANSK… L¡ZNÃ";"TU";92803;0
"P6/PRAHA - Bÿ/2005/106";"PRAHA - STÿEäOVICE";"P6";96270;0
"P6/PRAHA - Bÿ/2005/942";"PRAHA - SMÕCHOV";"P5";96265;0
"P1/PRAHA - ST/2005/143";"PRAHA - SUCHDOL";"P6";96272;0
"P6/PRAHA - SE/2005/429";"PRAHA - SUCHDOL";"P6";96272;0
"PS/NADRYBY   /2004/531";"NADRYBY";"PS";95040;0
"KV/ZBRASLAV  /2005/772";"ZHOÿEC U MANÃTÕNA";"PS";99441;0
"PS/HR¡DEK U M/2005/170";"BRDO U MANÃTÕNA";"PS";90515;0
"PJ/BÿEZÕ U éI/2005/778";"KOKOÿOV";"PJ";93316;0
"KH/PÿÕTOKY   /2005/238";"MISKOVICE";"KH";94799;0
"KH/KUTN¡ HORA/2005/315";"KA“K";"KH";93092;0
"ME/CHVATÃRUBY/2005/988";"ZLON»ICE";"ME";99465;0
"KH/ZEHUBY    /2005/233";"éLEBY";"KH";99656;0
"KH/STARKO» U /2005/194";"BÕL… PODOLÕ";"KH";90226;0
"KH/»¡SLAV    /2005/455";"CHOTUSICE";"KH";92634;0
"KH/JAKUB     /2005/545";"NOV… DVORY U KUTN… HORY";"KH";95325;0
"KH/»¡SLAV    /2005/574";"CHOTUSICE";"KH";92634;0
"RA/LHOTA POD /2005/808";"MUTÃJOVICE";"RA";94993;0
"ME/KRALUPY NA/2005/820";"LOBE»";"ME";94251;0
"NA/HRONOV    /2000/931";"éœ¡RKY";"NA";99546;0
"P9/PRAHA - VI/2005/367";"PRAHA - KBELY";"P9";96217;0
"BN/TISEM     /2005/182";"PÿIBYäICE";"BN";96453;0
"RA/LHOTA POD /2005/163";"MUTÃJOVICE";"RA";94993;0
"HB/DOLNÕ VÃéN/2005/473";"äLAPANOV";"HB";97926;0
"SM/TURNOV    /2005/815";"DALIMÃÿICE";"SM";91091;0
"SM/TURNOV    /2005/815";"MAL› ROHOZEC";"SM";94541;0
"SM/TURNOV    /2005/529";"BÃL¡ U TURNOVA";"SM";90121;0
"SM/BENECKO   /2005/125";"HORNÕ äTÃPANICE";"SM";92165;0
"SM/HORNÕ SYTO/2005/526";"VÕCHOV¡ NAD JIZEROU";"SM";98751;0
"TU/HORNÕ MARä/2002/590";"HORNÕ ALBEÿICE";"TU";92004;0
