"KOD";"PORC_ADB";"CIS_ADB";"CP";"PPC";"PUV_ZN";"AUTOR_ADB";"INST_ADB";"ROK_ADB";"TVAR_ADB";"HROB";"KULT1";"KULT2";"KULT3";"KULT4";"KULT5";"KULT6";"POZN_ADB";"V_SYST"
"P1/PRAHA - ST/2010/799";1;0;"190";"81";"sondy A-R";"Havrda J.";"NPÚ Praha";"2010";"P";0;"rs.4";"vstred";"no.1";;;;"Vıška pùvodního povrchu terénu se zde pøed intenzivním ranì støedovìkım osídlením na základì sond v okolí, pohybovala okolo kóty 186,2 m";"B"
"P1/PRAHA - ST/2010/908";1;0;"1040";"80";"sonda S";"Havrda J.";"NPÚ Praha";"2010";"P";0;"rstred";"vstred";;;;;;"B"
"P1/PRAHA - ST/2010/926";1;0;"1";"1/4";"S01";"Havrda J.";"NPÚ Praha";"2010";"B";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2010/959";1;0;;"1111";"s.XIII";;"NPÚ Praha";"2010";"B";0;;;;;;;;"B"
"P1/PRAHA - ST/2010/959";2;0;;"1110";"s.XIV";;"NPÚ Praha";"2010";"L";0;;;;;;;;"B"
"P1/PRAHA - ST/2010/959";3;0;;"1110";"s.XV";;"NPÚ Praha";"2010";"L";0;;;;;;;;"B"
"P1/PRAHA - ST/2010/959";4;0;;"1111";"s.XVI";;"NPÚ Praha";"2010";"P";0;;;;;;;"Povrch sníenı.";"B"
"P1/PRAHA - ST/2010/959";5;0;;"1111";"s.XVII";;"NPÚ Praha";"2010";"P";0;;;;;;;;"B"
"P1/PRAHA - ST/2010/959";6;0;;"1111";"s.XVIII";;"NPÚ Praha";"2010";"B";0;;;;;;;;"B"
"P1/PRAHA - ST/2010/959";7;0;;"1110";"s.VIII/03,04,07,08";"Podliska J.";"NPÚ Praha";"2010";"P";0;;"vstred";"novove";;;;"dodìlávka èásti rozsáhlé sondy VIII z roku 2009";"B"
"P1/PRAHA - ST/2010/973";1;0;;"1103";"sonda 1";"Havrda J.";"NPÚ Praha";"2010";"L";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2011/166";1;0;"886";"981";"dvùr";"Staòková V.";"NPÚ Praha";"2011";"P";0;"vstred";"novove";;;;;;"B"
"P1/PRAHA - ST/2011/166";2;0;"886";"981";"sklep";"Staòková V.";"NPÚ Praha";"2011";"P";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2011/276";1;0;"449";"398";"S01";"Podliska J.";"NPÚ Praha";"2011";"B";0;"no.1";;;;;;"Sonda v zadním traktu domu.";"B"
"P1/PRAHA - ST/2011/276";2;0;"449";"398";"S02";"Podliska J.";"NPÚ Praha";"2011";"L";0;"stredo";"novove";;;;;"Nepravidelnı prùbìh liniového vıkopu pro inenırské sítì ve dvoøe a prùjezdu domu.";"B"
"P1/PRAHA - ST/2011/287";1;0;"647";"601";"-2.04";"Podliska J.";"NPÚ Praha";"2011";"P";0;"st-no";;;;;;"Zdìnná konstrukce a valounová dlaba.";"B"
"P1/PRAHA - ST/2011/326";1;0;"189";"143";"S01";"Prokopová A.";"NPÚ Praha";"2011";"O";0;"vs.1";"vs.2";"no.1";"no.2";;;"Sonda S01.";"B"
"P1/PRAHA - ST/2011/326";2;0;"189";"143";"S02";"Prokopová A.";"NPÚ Praha";"2011";"O";0;"vs.1";"no.2";;;;;"Sonda S02.";"B"
"P1/PRAHA - ST/2011/326";3;0;"189";"143";"S03";"Prokopová A.";"NPÚ Praha";"2011";"O";0;"vs.1";"no.1";;;;;"Sonda S03.";"B"
"P1/PRAHA - ST/2011/326";4;0;"189";"143";"S04";"Prokopová A.";"NPÚ Praha";"2011";"B";0;"vs.1";"no.1";;;;;"Sonda S04.";"B"
"P1/PRAHA - ST/2011/326";5;0;"189";"143";"S05";"Prokopová A.";"NPÚ Praha";"2011";"O";0;"vstred";"novove";;;;;"Sonda S05, situována za jiní pøíèkou suterénních prostor pod vıchodním køídlem paláce.";"B"
"P1/PRAHA - ST/2011/426";1;0;;"1111";"XX";"Podliska J.";"NPÚ Praha";"2011";"P";0;"vs.2";"no.2";;;;;;"B"
"P1/PRAHA - ST/2011/426";2;0;;"1111";"XIX";"Podliska J.";"NPÚ Praha";"2011";"P";0;"no.2";;;;;;;"B"
"P1/PRAHA - ST/2011/427";1;0;;"1104";"Sonda 1";"Havrda J.";"NPÚ Praha";"2011";"B";0;"rs.4";"vs.1";"vs.2";"novove";;;"Ze sondy raen tunel smìrem k severu.";"B"
"P1/PRAHA - ST/2011/467";1;0;"1040";"80";"Sonda 9";"Havrda J.";"NPÚ Praha";"2011";"B";1;"rs.4";"vstred";"no.1";;;;"Sonda v západní èásti Studentského nádvoøí Klementina.";"B"
"P1/PRAHA - ST/2011/473";1;0;;"72";"plocha zahrnuje sondy S01 a S07";"Podliska J.";"NPÚ Praha";"2011";"P";0;"rs/vs";"vs.1";"novove";;;;;"B"
"P1/PRAHA - ST/2011/513";1;0;;"1090";"R22";"Havrda J.";"NPÚ Praha";"2011";"B";0;;;;;;;"Vıkop v severozápadním rohu Staromìstského námìstí.";"B"
"P1/PRAHA - ST/2011/526";1;0;;"1049";"R15";"Havrda J.";"NPÚ Praha";"2011";"L";0;"st-no";"no.2";;;;;"Øez pøed èp. 119.";"B"
"P1/PRAHA - ST/2011/526";2;0;;"1049";"R16";"Havrda J.";"NPÚ Praha";"2011";"L";0;"st-no";"no.2";;;;;"Øez na køiovatce ulic Paøíské a Široké.";"B"
"P1/PRAHA - ST/2011/530";1;0;;"72";"plocha zahrnující sondy S01 a S07";"Podliska J.";"NPÚ Praha";"2011";"P";0;"rs/vs";"vs.1";"novove";;;;;"B"
"P1/PRAHA - ST/2011/544";1;0;"1040";"80";"Sonda 7";"Havrda J.";"NPÚ Praha";"2011";"B";0;"no.1";"vs.2";;;;;"Sonda v suterénu západního køídla Klementina.";"B"
"P1/PRAHA - ST/2011/591";1;0;;"1042";"øezy 1 a 7";"Havrda J.";"NPÚ Praha";"2011";"L";0;"novove";"stredo";;;;;"Budování drenáe pro odvlhèení jiní a vıchodní obvodové zdi kostela sv. Ducha.";"B"
"P1/PRAHA - ST/2011/678";1;0;;"1106";"R1";"Havrda J.";"NPÚ Praha";"2011";"L";0;"novove";"stredo";;;;;"Øez byl situován pøed domem èp. 175. Max. povrch podloí: 187,43 m.";"B"
"P1/PRAHA - ST/2011/678";2;0;;"1106";"R2";"Havrda J.";"NPÚ Praha";"2011";"L";0;"novove";"stredo";;;;;"Øez pøed domem èp. 177.";"B"
"P1/PRAHA - ST/2011/797";1;0;;"1100";"sonda 2";"Havrda J.";"NPÚ Praha";"2011";"B";0;"novove";"vs.2";"vs.1";"rs.4";;;;"B"
"P1/PRAHA - ST/2011/797";2;0;;"1100";"sonda 3";"Havrda J.";"NPÚ Praha";"2011";"B";0;"rs.4";"vs.1";"vs.2";"novove";;;;"B"
"P1/PRAHA - ST/2011/797";3;0;;"1100";"sonda 4";"Havrda J.";"NPÚ Praha";"2011";"B";1;"novove";"vs.2";"vs.1";"rs.4";;;;"B"
"P1/PRAHA - ST/2011/797";4;0;;"1100";"sonda 5";"Havrda J.";"NPÚ Praha";"2011";"B";0;"novove";"vs.1";"vs.2";"rs.4";;;;"B"
"P1/PRAHA - ST/2011/799";1;0;;"1085";"R1";"Staòková V.";"NPÚ Praha";"2011";"L";0;"novove";"vstred";;;;;"Havelská pøed èp. 510.";"B"
"P1/PRAHA - ST/2011/799";2;0;;"1122";"R2";"Staòková V.";"NPÚ Praha";"2011";"B";0;"vs-no";;;;;;"Havelská/Uhelnı trh pøed èp. 512.";"B"
"P1/PRAHA - ST/2011/799";3;0;;"1085";"R3";"Staòková V.";"NPÚ Praha";"2011";"B";0;"vs-no";;;;;;"Havelská pøed èp. 502.";"B"
"P1/PRAHA - ST/2011/799";4;0;;"1122";"R4";"Staòková V.";"NPÚ Praha";"2011";"B";0;"vs-no";;;;;;"Uhelnı trh pøed èp. 424.";"B"
"P1/PRAHA - ST/2011/799";5;0;;"1120";"R5";"Staòková V.";"NPÚ Praha";"2011";"B";0;"novove";;;;;;"Michalská, prùjezd domem èp. 971 a èp. 653.";"B"
"P1/PRAHA - ST/2011/799";6;0;;"1107";"R6";"Staòková V.";"NPÚ Praha";"2011";"L";0;"novove";"vstred";;;;;"Husova pøed èp. 351.";"B"
"P1/PRAHA - ST/2011/799";7;0;;"1107";"R7, R8, R9";"Staòková V.";"NPÚ Praha";"2011";"L";0;"novove";"vs.2";"vs.1";;;;"Husova pøed kostelem sv. Jiljí.";"B"
"P1/PRAHA - ST/2011/799";8;0;;"1129";"R10, R11";"Staòková V.";"NPÚ Praha";"2011";"L";0;"novove";"vstred";;;;;"Na Perštınì pøed èp. 350.";"B"
"P1/PRAHA - ST/2011/799";9;0;;"1129";"R12";"Staòková V.";"NPÚ Praha";"2011";"B";0;"novove";"vstred";;;;;"Na Perštınì pøed èp. 359.";"B"
"P1/PRAHA - ST/2011/799";10;0;;"1129";"R13";"Staòková V.";"NPÚ Praha";"2011";"B";0;"novove";"vs.2";"vs.1";;;;"Na Perštınì pøed èp. 357/358.";"B"
"P1/PRAHA - ST/2011/799";11;0;;"1122";"R14";"Staòková V.";"NPÚ Praha";"2011";"L";0;"novove";"vs.2";;;;;"Uhelnı trh pøed èp. 526.";"B"
"P1/PRAHA - ST/2011/799";12;0;;"1123";"R15";"Staòková V.";"NPÚ Praha";"2011";"B";0;"vs-no";;;;;;"Skoøepka pøed èp. 423.";"B"
"P1/PRAHA - ST/2011/799";13;0;;;"R16";"Staòková V.";"NPÚ Praha";"2011";"L";0;"novove";"vs.1";;;;;"Na Perštınì pøed èp. 360.";"B"
"P1/PRAHA - ST/2011/799";14;0;;"1128";"R17";"Staòková V.";"NPÚ Praha";"2011";"B";0;"vs-no";;;;;;"Martinská pøed èp. 420.";"B"
"P1/PRAHA - ST/2011/804";1;0;;"989";"R1";"Havrda J.";"NPÚ Praha";"2011";"B";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2011/919";1;0;;"1105";"R3";"Havrda J.";"NPÚ Praha";"2011";"L";0;"novove";;;;;;"Øezy u severozápadního nároí domu èp. 159.";"B"
"P1/PRAHA - ST/2011/919";2;0;;"1105";"R4";"Havrda J.";"NPÚ Praha";;"L";0;"novove";;;;;;"Øez pøed severní obvodovou zdí domu èp. 159.";"B"
"P1/PRAHA - ST/2011/919";3;0;;"1105";"R5";"Havrda J.";"NPÚ Praha";"2011";"L";0;"vs.1";"vs.2";"novove";;;;"Øez pøed severní obvodovou zdí domu èp. 159.";"B"
"P1/PRAHA - ST/2011/929";1;0;;"1110";"Sonda 6";"Havrda J.";"NPÚ Praha";"2011";"B";0;"novove";"vs.2";"vs.1";"rs.4";;;"Øez v severní èásti Køiovnického námìstí pøed vstupem do Klementina (èp. 1040).";"B"
"P1/PRAHA - ST/2011/970";1;0;"449";"398";"S01";"Podliska J.";"NPÚ Praha";"2011";"B";0;"no.1";;;;;;"Sonda v zadním traktu domu.";"B"
"P1/PRAHA - ST/2011/970";2;0;"449";"398";"S02";"Podliska J.";"NPÚ Praha";"2011";"L";0;"stredo";"novove";;;;;"Nepravdielnı prùbìh liniového vıkopu pro inenırské sítì ve dvoøe a prùjezdu domu.";"B"
"P1/PRAHA - ST/2012/119";1;0;;"1064";"sonda 1 - R01, R02";"Havrda J.";"NPÚ Praha";"2012";"B";0;"rs/vs";"vstred";;;;;"Tınská ulièka pøed èp. 629/I.";"B"
"P1/PRAHA - ST/2012/119";2;0;;"1064";"sonda 11 - R14";"Havrda J.";"NPÚ Praha";"2012";"L";0;"rs/vs";"vstred";;;;;"Tınská ulièka pøed èp. 627 a 1064; podloí zachyceno geologickım vrtákem.";"B"
"P1/PRAHA - ST/2012/119";3;0;;"1063";"sonda 3 - R04";"Havrda J.";"NPÚ Praha";"2012";"L";0;"rs/vs";"vstred";;;;;"Tınská ulice pøed èp. 627/I.";"B"
"P1/PRAHA - ST/2012/119";4;0;;"1063";"sonda 4 - R05";"Havrda J.";"NPÚ Praha";"2012";"B";0;"rs/vs";"vstred";;;;;"Tınská ulice pøed èp. 605/I; podloí zachyceno geologickım vrtákem.";"B"
"P1/PRAHA - ST/2012/119";5;0;;"1063";"sonda 6 - R07, R09";"Havrda J.";"NPÚ Praha";"2012";"B";0;"vstred";;;;;;"Tınská ulice pøed èp. 629; podloí zachyceno geologickım vrtákem.";"B"
"P1/PRAHA - ST/2012/119";6;0;;"1063";"sonda 6 - R08";"Havrda J.";"NPÚ Praha";"2012";"L";0;"vstred";;;;;;"Tınská ulice pøed èp. 629; podloí zachyceno geologickım vrtákem.";"B"
"P1/PRAHA - ST/2012/119";7;0;;"1063";"sonda 7 - R10";"Havrda J.";"NPÚ Praha";"2012";"L";0;"vstred";;;;;;"Pøed Tınskım chrámem Tınské ulici; podloí zachyceno geologickım vrtákem.";"B"
"P1/PRAHA - ST/2012/119";8;0;;"1063";"sonda 10 - R13";"Havrda J.";"NPÚ Praha";"2012";"L";0;"vstred";;;;;;"Tınská ulice pøed èp. 629; podloí bylo zachyceno v prostøední èásti øezu v geologickém vrtáku na niveletì 189,81.";"B"
"P1/PRAHA - ST/2012/119";9;0;;"1063";"sonda 13";"Havrda J.";"NPÚ Praha";"2012";"B";0;"novove";;;;;;"Tınská ulice pøed èp. 627 a 628.";"B"
"P1/PRAHA - ST/2012/119";10;0;;"1068";"sonda 12 - R15";"Havrda J.";"NPÚ Praha";"2012";"L";0;"rs/vs";"vstred";;;;;"Jakubská ulice pøed èp. 674.";"B"
"P1/PRAHA - ST/2012/119";11;0;;"1068";"sonda 12 - R16";"Havrda J.";"NPÚ Praha";"2012";"B";0;"rs/vs";"vstred";;;;;"Jakubská ulice pøed èp. 674.";"B"
"P1/PRAHA - ST/2012/119";12;0;;"1068";"sonda 15 - R18";"Havrda J.";"NPÚ Praha";"2012";"L";0;"stredo";;;;;;"Jakubská ulice u presbyteria kostela sv. Jakuba.";"B"
"P1/PRAHA - ST/2012/119";13;0;;"1068";"sonda 15 - R19";"Havrda J.";"NPÚ Praha";"2012";"L";0;"stredo";;;;;;"Jakubská ulice u presbyteria kostela sv. Jakuba.";"B"
"P1/PRAHA - ST/2012/119";14;0;;"1068";"sonda 15 - R20";"Havrda J.";"NPÚ Praha";"2012";"L";0;"stredo";;;;;;"Jakubská ulice u presbyteria kostela sv. Jakuba.";"B"
"P1/PRAHA - ST/2012/119";15;0;;"1068";"sonda 17 - R22";"Havrda J.";"NPÚ Praha";"2012";"L";1;"vstred";;;;;;"Jakubská ulice pøed lodí kostela sv. Jakuba.";"B"
"P1/PRAHA - ST/2012/119";16;0;;"1068";"sonda 17 - R23";"Havrda J.";"NPÚ Praha";"2012";"L";0;"vstred";;;;;;"Jakubská ulice pøed lodí kostela sv. Jakuba.";"B"
"P1/PRAHA - ST/2012/119";17;0;;"1068";"sonda 18 - R24";"Havrda J.";"NPÚ Praha";"2012";"B";0;"vstred";;;;;;"Jakubská ulice u napojení ulice Templové, v hloubce 0,34 cm pod vozovkou zachyceno pøedasanaèní zdivo široké 1,2 m, orientované V-Z.";"B"
"P1/PRAHA - ST/2012/119";18;0;;"1068";"sonda 19 - R25";"Havrda J.";"NPÚ Praha";"2012";"L";0;"rs/vs";"vstred";;;;;"Jakubská ulice u presbyteria kostela sv. Jakuba.";"B"
"P1/PRAHA - ST/2012/119";19;0;;"1070";"sonda 2 - R03";"Havrda J.";"NPÚ Praha";"2012";"B";0;"vstred";;;;;;"Ulice Templová pøed èp. 769/I; geologickı vrták zaraen do hloubky 190,45 - podloí nezastieno.";"B"
"P1/PRAHA - ST/2012/119";20;0;;"1070";"sonda 5 - R06";"Havrda J.";"NPÚ Praha";"2012";"L";0;"vstred";;;;;;"Ulice Templová pøed èp. 589; geologickı vrták zaraen do hloubky 190,17 - podloí nezastieno.";"B"
"P1/PRAHA - ST/2012/119";21;0;;"1070";"sonda 9 - R12";"Havrda J.";"NPÚ Praha";"2012";"B";0;"stredo";;;;;;"Ulice Templová pøed èp. 747.";"B"
"P1/PRAHA - ST/2012/119";22;0;;"1070";"sonda 14 - R17";"Havrda J.";"NPÚ Praha";"2012";"L";0;"rs/vs";"vstred";;;;;"Ulice Templová u napojení ulice Štupartské.";"B"
"P1/PRAHA - ST/2012/119";23;0;;"1067";"sonda 16 - R21";"Havrda J.";"NPÚ Praha";"2012";"L";0;"stredo";;;;;;"Malá Štupartská pøed kostelem sv. Jakuba.";"B"
"P1/PRAHA - ST/2012/119";24;0;;"1090";"sonda 8 - R11";"Havrda J.";"NPÚ Praha";"2012";"L";0;"vstred";;;;;;"Staromìstské námìstí pøed èp. 605; podloí zachyceno geologickım vrtákem.";"B"
"P1/PRAHA - ST/2012/154";1;0;;"1093";"sonda S2, øez R01";"Havrda J.";"NPÚ Praha";"2012";"L";0;"vstred";;;;;;"nám. Franze Kafky ppè. 1093";"B"
"P1/PRAHA - ST/2012/154";2;0;;"1093";"sonda S18, øez R02";"Havrda J.";"NPÚ Praha";"2012";"L";0;"vstred";;;;;;"nám. Franze Kafky ppè. 1093 - Podloí zde bylo zachyceno geologickım vrtákem v hloubce 2,28 m, na niveletì 188,01 m. Tvoøeno bylo svìtle hnìdou písèitou hlínou, kterou je mono interpretovat jako pùdní typ. Ten se vyvinul na štìrkové terase, její povrch byl zaznamenán na kótì 187,5 m.";"B"
"P1/PRAHA - ST/2012/154";3;0;;"1093";"sonda S4";"Havrda J.";"NPÚ Praha";"2012";"B";0;"no.2";;;;;;"nám. Franze Kafky ppè. 1093. Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";4;0;;"1099";"sonda S24";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"Veleslavínova ulice ppè. 1099. Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";5;0;;"115/1";"sonda S01";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"Kaprova ulice ppè. 1096 (Staré Mìsto), ppè. 115/1 (Josefov). Hloubka vıkopu 2m, zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";6;0;;"115/1";"sonda S05";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"Kaprova ulice ppè. 1096 (Staré Mìsto), ppè. 115/1 (Josefov). Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";7;0;;"115/1";"sonda S06";"Havrda J.";"NPÚ Praha";"2012";"B";0;"no.2";;;;;;"Kaprova ulice ppè. 1096 (Staré Mìsto), ppè. 115/1 (Josefov).Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";8;0;;"115/1";"sonda S07";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"Kaprova ulice ppè. 1096 (Staré Mìsto), ppè. 115/1 (Josefov).Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";9;0;;"115/1";"sonda S08";"Havrda J.";"NPÚ Praha";"2012";"B";0;"no.2";;;;;;"Kaprova ulice ppè. 1096 (Staré Mìsto), ppè. 115/1 (Josefov).Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";10;0;;"1096";"sonda S16";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"Kaprova ulice ppè. 1096 (Staré Mìsto), ppè. 115/1 (Josefov).Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";11;0;;"1098/1";"sonda S21";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"Valentinská ulice ppè. 1098/1. Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";12;0;;"1098/1";"sonda S22";"Havrda J.";"NPÚ Praha";"2012";"B";0;"no.2";;;;;;"Valentinská ulice ppè. 1098/1. Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";13;0;;"1098/1";"sonda S23";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"Valentinská ulice ppè. 1098/1. Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";14;0;;"1104";"sonda 20, øez R03";"Havrda J.";"NPÚ Praha";"2012";"L";0;"stredo";;;;;;"Platnéøská ulice ppè. 1104. (u køiovatky s ateckou ulicí). Dokumentováno pøedasanaèní zdivo";"B"
"P1/PRAHA - ST/2012/154";15;0;;"116";"sonda S09";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"atecká ulice ppè. 1097 (Staré Mìsto) a ppè. 116 (Josefov). Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";16;0;;"116";"sonda S10";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"atecká ulice ppè. 1097 (Staré Mìsto) a ppè. 116 (Josefov). Zachyceny pouze asanaèní naváky. Hloubka vıkopu 2 m.";"B"
"P1/PRAHA - ST/2012/154";17;0;;"1097";"sonda S17";"Havrda J.";"NPÚ Praha";"2012";"B";0;"no.2";;;;;;"atecká ulice ppè. 1097 (Staré Mìsto) a ppè. 116 (Josefov). Zachyceny pouze asanaèní naváky. Hloubka vıkopu 2 m.";"B"
"P1/PRAHA - ST/2012/154";18;0;;"1097";"sonda S19";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"atecká ulice ppè. 1097 (Staré Mìsto) a ppè. 116 (Josefov). Zachyceny pouze asanaèní naváky. Hloubka vıkopu 2 m.";"B"
"P1/PRAHA - ST/2012/154";19;0;;"119/1";"sonda S03";"Havrda J.";"NPÚ Praha";"2012";"B";0;"no.2";;;;;;"Široká ulice ppè. 119/1. Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";20;0;;"119/1";"sonda S12";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"Široká ulice ppè. 119/1. Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";21;0;;"119/1";"sonda S13";"Havrda J.";"NPÚ Praha";"2012";"L";0;"no.2";;;;;;"Široká ulice ppè. 119/1. Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";22;0;;"119/1";"sonda S14";"Havrda J.";"NPÚ Praha";"2012";"B";0;"no.2";;;;;;"Široká ulice ppè. 119/1. Zachyceny pouze asanaèní naváky.";"B"
"P1/PRAHA - ST/2012/154";23;0;;"119/1";"sonda S15";"Havrda J.";"NPÚ Praha";"2012";"B";0;"no.2";;;;;;"Široká ulice ppè. 119/1. Zachyceny pouze asanaèní naváky. Hloubka vıkopu 2 m.";"B"
"P1/PRAHA - ST/2012/185";1;0;"309";"317/1";"sonda 1";"Havrda J.";"NPÚ Praha";"2012";"P";0;"rs/vs";"vstred";"novove";;;;;"B"
"P1/PRAHA - ST/2012/185";2;0;"309";"317/1";"sonda 2";"Havrda J.";"NPÚ Praha";"2012";"B";0;"rs/vs";"novove";;;;;;"B"
"P1/PRAHA - ST/2012/185";3;0;"309";"317/1";"sonda 3";"Havrda J.";"NPÚ Praha";"2012";"P";0;"rs/vs";"novove";;;;;;"B"
"P1/PRAHA - ST/2012/355";1;0;"219";"179";"Sonda S01";"Prokopová A.";"NPÚ Praha";"2012";"B";0;"vstred";"no.1";"no.2";;;;;"B"
"P1/PRAHA - ST/2012/355";2;0;"219";"179";"Sonda S02";"Prokopová A.";"NPÚ Praha";"2012";"B";0;"no.2";;;;;;;"B"
"P1/PRAHA - ST/2012/355";3;0;"219";"179";"Sonda S03";"Prokopová A.";"NPÚ Praha";"2012";"B";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2012/355";4;0;"219";"179";"Sonda S04";"Prokopová A.";"NPÚ Praha";"2012";"B";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2012/416";1;0;;;"Linie 1";"Prokopová A.";"NPÚ Praha";"2012";"L";0;;;;;;;;"B"
"P1/PRAHA - ST/2012/416";2;0;;;"Linie 2";"Prokopová A.";"NPÚ Praha";"2012";"L";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2012/416";3;0;;;"Linie 3";"Prokopová A.";"NPÚ Praha";"2012";;0;"stredo";"novove";;;;;;"B"
"P1/PRAHA - ST/2012/416";4;0;;;"Linie 4";"Prokopová A.";"NPÚ Praha";"2012";;0;"stredo";"vs/no";"novove";;;;;"B"
"P1/PRAHA - ST/2012/416";5;0;;;"Linie 5";"Prokopová A.";"NPÚ Praha";"2012";;0;;;;;;;;"B"
"P1/PRAHA - ST/2012/416";6;0;;;"Linie 6";"Prokopová A.";"NPÚ Praha";"2012";;0;;;;;;;;"B"
"P1/PRAHA - ST/2012/416";7;0;;;"Linie 7";"Prokopová A.";"NPÚ Praha";"2012";;0;;;;;;;;"B"
"P1/PRAHA - ST/2012/627";1;0;;"1117/1";"S01";"Podliska J.";"NPÚ Praha";"2012";"P";0;"rstred";"vstred";"novove";;;;;"B"
"P1/PRAHA - ST/2012/627";2;0;;"1121";"S02";"Podliska J.";"NPÚ Praha";"2012";;0;"stredo";"novove";;;;;;"B"
"P1/PRAHA - ST/2012/627";3;0;;"1171/1";"S03";"Podliska J.";"NPÚ Praha";"2012";"B";0;"stredo";"novove";;;;;;"B"
"P1/PRAHA - ST/2012/627";4;0;;"1171/1";"S04";"Podliska J.";"NPÚ Praha";"2012";"P";0;"stredo";"novove";;;;;;"B"
"P1/PRAHA - ST/2012/627";5;0;;"1171/1";"S05";"Podliska J.";"NPÚ Praha";"2012";"B";0;"stredo";"novove";;;;;;"B"
"P1/PRAHA - ST/2012/627";6;0;;"1171/1";"S06";"Podliska J.";"NPÚ Praha";"2012";"B";0;"stredo";"novove";;;;;;"B"
"P1/PRAHA - ST/2012/684";1;0;;"382";;"Semerád M.";"NPÚ Praha";"2012";"P";0;"vs.1";;;;;;;"B"
"P1/PRAHA - ST/2012/721";1;0;;"1129";"Sonda 1";"Staòková V.";"NPÚ Praha";"2012";"P";1;"rstred";"rs/vs";"vs.1";"novove";;;;"B"
"P1/PRAHA - ST/2012/721";2;0;;"1129";"Sonda 2";"Staòková V.";"NPÚ Praha";"2012";"B";0;"rs/vs";"vs.1";"novove";;;;;"B"
"P1/PRAHA - ST/2012/721";3;0;;"1129";"Plocha 3";"Staòková V.";"NPÚ Praha";"2012";"P";0;"vstred";"novove";;;;;;"B"
"P1/PRAHA - ST/2012/905";1;0;;"1131";"linie L01";"Flek F.";"NPÚ Praha";"2012";"L";0;"novove";"stredo";;;;;;"B"
"P1/PRAHA - ST/2012/905";2;0;;"1112";"linie L02";"Podliska J.";"NPÚ Praha";"2012";"L";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2012/905";3;0;;"1114";"linie L03";"Podliska J.";"NPÚ Praha";"2012";"L";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2012/905";4;0;;"1130";"linie L04";"Podliska J.";"NPÚ Praha";"2012";"L";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2012/905";5;0;;"200";"linie L05";"Podliska J.";"NPÚ Praha";"2012";"L";0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2012/905";6;0;;"1134";"linie L06";"Podliska J.";"NPÚ Praha";"2012";"L";0;"novove";"stredo";;;;;;"B"
"P1/PRAHA - ST/2012/905";7;0;;"1133/1";"linie L07";"Podliska J.";"NPÚ Praha";"2012";"L";0;"novove";"stredo";;;;;;"B"
"P1/PRAHA - ST/2012/905";8;0;;"172";"linie L08";"Podliska J.";"NPÚ Praha";"2012";;0;"novove";;;;;;;"B"
"P1/PRAHA - ST/2012/905";9;0;;"1149";"linie L09";"Podliska J.";"NPÚ Praha";"2012";"L";0;"novove";;;;;;;"B"
